ISO,Country,continent,year,BCA,BCA_NGDPD,GGR,GGR_NGDP,GGSB,GGSB_NPGDP,GGX,GGXCNL,GGXCNL_NGDP,GGXONLB,GGXONLB_NGDP,GGXWDG,GGXWDG_NGDP,GGXWDN,GGXWDN_NGDP,GGX_NGDP,LE,LP,LUR,NGAP_NPGDP,NGDP,NGDPD,NGDPDPC,NGDPPC,NGDPRPC,NGDPRPPPPC,NGDP_D,NGDP_FY,NGDP_R,NGDP_RPCH,NGSD_NGDP,NID_NGDP,PCPI,PCPIE,PCPIEPCH,PCPIPCH,PPPEX,PPPGDP,PPPPC,PPPSH,TMG_RPCH,TM_RPCH,TXG_RPCH,TX_RPCH
GUY,Guyana,Americas,2024,8.501,36.91,851.387,17.729,-69.885,-1.657,1150.81,-299.423,-6.235,-281.099,-5.853,1223.14,25.47,1203.14,25.053,23.964,,0.796,,,4802.31,23.033,28920.55,6029934.8,7008254.11,69226.92,86.04,4802.31,5581.45,43.813,51.83,14.921,141.85,144.269,3.471,2.734,76.652,62.651,78666.76,0.032,2.548,2.127,54.938,53.67
HKG,Hong Kong SAR,Asia,2022,36.64,10.215,622.147,21.719,-137.558,-4.605,810.478,-188.331,-6.575,-280.541,-9.794,122.497,4.276,,,28.293,3.613,7.473,4.319,,2808.98,358.681,47999.5,375904.1,375904.1,62952.74,100.0,2864.56,2808.98,-3.684,25.415,15.23,103.342,104.2,1.957,1.881,5.574,503.959,67440.89,0.293,-13.25,-12.233,-13.953,-12.535
HKG,Hong Kong SAR,Asia,2023,34.973,9.184,549.407,18.069,-136.324,-4.373,721.301,-171.894,-5.653,-243.041,-7.993,192.529,6.332,,,23.722,3.71,7.528,2.948,,2981.6,380.812,50586.78,396073.41,385368.83,64537.8,102.778,3040.59,2901.02,3.277,24.614,15.452,105.508,106.603,2.306,2.097,5.53,539.201,71627.0,0.293,-8.556,-5.367,-10.272,-6.564
HKG,Hong Kong SAR,Asia,2024,39.309,9.784,628.277,19.633,-109.453,-3.378,771.039,-142.762,-4.461,-221.604,-6.925,288.312,9.009,,,24.094,3.752,7.557,2.804,,3138.08,401.751,53164.78,415270.08,396238.69,66358.18,104.803,3200.16,2994.26,3.214,26.413,16.628,107.355,109.008,2.256,1.75,5.507,569.828,75406.84,0.293,3.148,4.169,6.83,5.795
HND,Honduras,Americas,2022,-2.063,-6.606,197.809,25.706,,,184.998,12.811,1.665,20.551,2.671,382.84,49.752,,,24.042,,10.294,8.9,,769.494,31.233,3033.97,74749.01,22861.57,6457.19,326.964,769.494,235.346,4.144,19.72,26.326,390.45,404.6,9.796,9.09,10.806,71.212,6917.55,0.041,0.106,1.397,-2.644,-3.612
HND,Honduras,Americas,2023,-1.335,-3.899,212.352,25.091,,,221.082,-8.731,-1.032,8.022,0.948,380.437,44.952,,,26.123,,10.475,8.082,,846.309,34.229,3267.65,80791.56,23271.79,6573.05,347.165,846.309,243.777,3.583,19.22,23.119,416.467,425.6,5.19,6.663,11.075,76.418,7295.08,0.041,9.188,8.001,2.606,8.769
HND,Honduras,Americas,2024,-1.929,-5.252,234.036,25.52,,,247.931,-13.895,-1.515,-1.229,-0.134,402.347,43.873,,,27.035,,10.659,8.005,,917.065,36.735,3446.3,86034.71,23693.35,6692.12,363.118,917.065,252.553,3.6,19.013,24.265,435.602,445.603,4.7,4.595,11.313,81.06,7604.66,0.042,2.602,3.928,-1.129,-0.84
HRV,Croatia,Europe,2022,-1.997,-2.771,30.435,44.511,-0.727,-1.1,30.345,0.09,0.131,0.916,1.339,46.346,67.783,36.086,52.777,44.38,1.598,3.856,6.783,,68.375,72.059,18687.46,17732.11,15061.46,40088.87,117.732,68.375,58.077,7.029,23.952,26.723,117.108,122.03,12.667,10.67,0.413,165.603,42946.96,0.096,27.301,26.496,24.258,26.991
HRV,Croatia,Europe,2023,0.892,1.079,35.663,46.636,-1.361,-1.828,36.244,-0.581,-0.76,0.433,0.566,48.191,63.018,34.865,45.592,47.396,1.659,3.843,6.217,,76.472,82.711,21520.68,19897.44,15573.56,41451.91,127.764,76.472,59.854,3.06,23.083,22.004,126.937,128.56,5.351,8.393,0.433,176.812,46005.23,0.096,-7.343,-5.299,-9.171,-2.936
HRV,Croatia,Europe,2024,1.317,1.469,38.019,46.204,-2.781,-3.457,40.097,-2.077,-2.525,-0.906,-1.101,49.281,59.89,39.021,47.422,48.728,1.717,3.835,5.643,,82.286,89.665,23380.44,21456.47,16137.85,42953.86,132.957,82.286,61.889,3.4,22.955,21.486,131.969,132.808,3.305,3.965,0.44,187.192,48811.09,0.096,1.5,1.905,-1.0,1.537
HTI,Haiti,Americas,2022,-0.464,-2.338,142.478,6.571,,,180.515,-38.037,-1.754,-31.442,-1.45,639.752,29.506,,,8.325,,12.065,,,2168.22,19.826,1643.22,179705.31,50058.4,2915.06,358.991,2168.22,603.976,-1.682,13.524,15.862,213.328,250.2,38.656,27.576,57.545,37.679,3122.89,0.022,-6.196,-6.07,2.911,-1.31
HTI,Haiti,Americas,2023,-0.683,-3.482,204.261,7.299,,,179.017,25.244,0.902,33.219,1.187,796.468,28.462,,,6.397,,12.227,,,2798.32,19.603,1603.28,228862.23,48475.79,2822.9,472.117,2798.32,592.719,-1.864,10.372,13.854,307.405,329.86,31.839,44.1,73.049,38.307,3132.98,0.021,3.17,1.378,-24.236,-19.578
HTI,Haiti,Americas,2024,-0.111,-0.421,405.126,11.681,,,159.819,245.307,7.073,252.882,7.292,486.564,14.029,,,4.608,,12.391,,,3468.17,26.274,2120.41,279894.95,45921.41,2674.15,609.509,3468.17,569.01,-4.0,5.658,6.08,387.347,425.373,28.955,26.005,92.107,37.654,3038.8,0.019,-11.546,-10.455,-21.508,-19.639
HUN,Hungary,Europe,2022,-14.855,-8.355,28168.9,42.711,-4594.28,-7.274,32276.45,-4107.55,-6.228,-2607.84,-3.954,48847.0,74.065,42000.4,63.684,48.939,,9.689,3.6,,65951.75,177.788,18349.44,6806868.2,4544122.51,40506.54,149.795,65951.75,44028.0,4.583,25.619,33.816,151.404,169.345,24.549,14.62,156.86,420.448,43394.42,0.244,17.645,16.464,9.859,11.381
HUN,Hungary,Europe,2023,0.409,0.192,31813.57,42.423,-4736.32,-6.413,36832.03,-5018.46,-6.692,-2260.18,-3.014,55084.0,73.453,44652.99,59.544,49.115,,9.6,4.125,,74992.05,212.464,22131.63,7811671.35,4544621.46,40510.99,171.888,74992.05,43628.37,-0.908,25.538,25.186,177.355,178.659,5.5,17.14,173.743,431.625,44960.95,0.234,-4.618,-2.433,6.853,8.552
HUN,Hungary,Europe,2024,3.553,1.553,35068.37,43.747,-3379.92,-4.253,39037.83,-3969.46,-4.952,-626.465,-0.782,58913.86,73.494,47763.88,59.585,48.699,,9.581,4.4,,80160.96,228.806,23881.43,8366722.51,4620839.46,41190.4,181.065,80160.96,44271.93,1.475,25.739,24.186,184.115,185.954,4.083,3.812,178.749,448.456,46807.17,0.23,-2.676,-1.942,-0.178,0.04
IDN,Indonesia,Asia,2022,13.215,1.002,2971534.31,15.17,-392194.78,-1.98,3400751.48,-429217.17,-2.191,-42876.37,-0.219,7862927.4,40.141,7304331.24,37.29,17.361,,275.72,5.86,,19588089.9,1319.08,4784.12,71043436.44,42471535.34,13484.73,167.273,19588089.9,11710247.9,5.307,30.748,29.746,100.0,102.28,5.411,4.139,4917.83,3983.08,14446.11,2.312,8.821,8.821,-3.884,0.956
IDN,Indonesia,Asia,2023,-2.138,-0.156,3142105.02,15.039,-328187.17,-1.567,3479159.72,-337054.7,-1.613,102827.3,0.492,8273640.3,39.601,7715044.14,36.928,16.653,,278.696,5.32,,20892376.7,1371.17,4919.95,74964701.53,44139080.62,14014.18,169.837,20892376.7,12301393.6,5.048,30.364,30.52,103.713,105.15,2.806,3.713,4819.77,4334.72,15553.57,2.353,-3.292,-3.292,2.759,4.228
IDN,Indonesia,Asia,2024,-14.709,-1.049,3206435.94,14.268,-592368.72,-2.632,3804601.58,-598165.64,-2.662,-154696.42,-0.688,9104907.49,40.515,8546311.33,38.029,16.93,,281.604,5.2,,22472950.09,1402.59,4980.72,79803433.38,45849049.87,14557.09,174.057,22472950.09,12911266.67,4.958,29.427,30.475,106.289,107.612,2.342,2.484,4824.26,4658.32,16542.11,2.394,8.842,8.842,0.329,1.361
IND,India,Asia,2022,-66.982,-1.997,53765.43,19.95,-24215.6,-8.912,78544.89,-24779.46,-9.195,-11510.57,-4.271,220134.08,81.683,,,29.145,,1417.17,,,269496.5,3353.47,2366.31,190164.83,113404.84,8594.43,167.687,269496.5,160714.3,6.987,31.026,33.024,174.733,176.833,6.206,6.653,20.654,13048.14,9207.16,7.574,7.195,9.944,0.628,9.679
IND,India,Asia,2023,-23.211,-0.651,61419.61,20.795,-24439.52,-8.256,85993.34,-24573.73,-8.32,-8975.41,-3.039,245206.57,83.02,,,29.115,,1428.63,,,295356.7,3567.55,2497.19,206741.55,121667.25,9220.6,169.924,295356.7,173817.2,8.153,32.669,33.32,184.1,185.7,5.014,5.361,20.203,14619.78,10233.45,7.934,0.589,-1.201,-0.702,0.381
IND,India,Asia,2024,-44.563,-1.146,69102.09,21.258,-25418.12,-7.833,94399.29,-25297.2,-7.782,-7925.36,-2.438,270010.0,83.064,,,29.04,,1441.72,,,325061.42,3889.13,2697.56,225467.81,129026.52,9778.33,174.745,325061.42,186020.1,7.021,32.53,33.676,192.152,193.507,4.204,4.374,20.291,16019.97,11111.71,8.234,4.8,4.416,3.499,3.5
IRL,Ireland,Europe,2022,48.103,8.762,115.879,22.244,12.615,2.497,107.631,8.248,1.583,11.355,2.18,224.748,43.143,188.173,36.122,20.661,2.595,5.242,4.458,3.106,520.936,549.003,104728.5,99374.49,99374.3,123168.57,100.0,520.936,520.935,8.62,31.68,22.919,111.975,115.6,8.24,8.049,0.753,691.7,131949.74,0.402,24.583,16.049,22.626,13.494
IRL,Ireland,Europe,2023,44.631,8.092,123.376,24.194,10.074,1.994,115.526,7.85,1.539,10.096,1.98,220.673,43.273,180.784,35.451,22.654,2.685,5.331,4.317,0.958,509.952,551.554,103465.94,95661.8,92318.2,114422.94,103.622,509.952,492.128,-5.53,34.424,26.332,117.808,119.3,3.201,5.209,0.753,676.965,126991.82,0.367,-0.357,1.211,-13.848,-5.818
IRL,Ireland,Europe,2024,67.236,11.994,142.526,27.705,8.35,1.628,123.198,19.328,3.757,21.676,4.214,217.924,42.362,178.236,34.647,23.948,2.733,5.416,4.407,0.3,514.437,560.566,103500.39,94983.37,90702.52,112420.41,104.72,514.437,491.251,-0.178,30.75,18.756,119.76,121.044,1.462,1.657,0.744,691.904,127750.16,0.356,7.0,7.0,4.0,10.0
IRN,Islamic Republic of Iran,Asia,2022,14.205,3.775,11532387.83,11.052,,,14465021.56,-2932633.74,-2.81,-2034380.73,-1.95,38531970.55,36.926,32729663.44,31.365,13.862,,84.904,9.0,,104350050.0,376.254,4431.52,1229034858.42,186326542.02,16165.61,659.613,104350050.0,15819880.0,3.777,43.728,39.953,145.75,174.1,54.071,45.75,70968.14,1470.38,17318.12,0.854,3.8,6.719,1.591,4.027
IRN,Islamic Republic of Iran,Asia,2023,10.303,2.763,16615643.0,11.616,,,20551055.27,-3935412.27,-2.751,-2406328.44,-1.682,48607173.96,33.982,40609391.79,28.39,14.367,,85.761,8.075,,143039264.0,372.82,4347.19,1667882725.69,193770805.75,16811.47,860.75,143039264.0,16617975.0,5.045,43.367,40.604,205.058,230.2,32.223,40.692,89391.69,1600.14,18658.14,0.868,-9.521,-5.547,7.064,7.606
IRN,Islamic Republic of Iran,Asia,2024,12.531,2.886,22950779.45,11.585,,,29062201.0,-6111421.55,-3.085,-2751010.33,-1.389,68595294.1,34.625,59054931.26,29.809,14.67,,86.626,8.0,,198109563.56,434.243,5012.84,2286948905.03,198871840.18,17254.04,1149.96,198109563.56,17227500.53,3.668,41.816,38.93,269.994,299.26,30.0,31.667,116640.53,1698.46,19606.81,0.873,-2.029,-3.431,6.731,7.393
IRQ,Iraq,Asia,2022,44.309,15.382,175576.88,42.036,,,141753.65,33823.23,8.098,35731.88,8.555,167146.13,40.017,,,33.938,,42.249,,,417686.14,288.059,6818.15,9886319.76,5076442.26,14051.41,194.749,417686.14,214474.1,7.713,31.401,,119.21,120.73,4.313,4.987,656.759,635.981,15053.19,0.369,,,,
IRQ,Iraq,Asia,2023,11.459,4.54,142641.97,42.942,,,146707.62,-4065.66,-1.224,-1759.04,-0.53,147833.24,44.505,,,44.166,,43.324,,,332174.71,252.407,5826.04,7667221.51,4806891.74,13305.31,159.505,332174.71,208253.78,-2.9,18.428,,124.474,125.518,3.966,4.416,519.219,639.758,14766.84,0.347,,,,
IRQ,Iraq,Asia,2024,-5.135,-1.944,149128.2,43.428,,,166315.96,-17187.76,-5.005,-13761.59,-4.008,157468.0,45.856,,,48.433,,44.415,,,343393.46,264.149,5947.32,7731509.83,4691517.29,12985.95,164.798,343393.46,208372.8,0.057,10.978,,128.457,130.162,3.7,3.2,523.931,655.417,14756.73,0.337,,,,
ISL,Iceland,Europe,2022,-0.599,-2.082,1657.17,42.579,-119.987,-3.122,1812.2,-155.022,-3.983,-33.502,-0.861,2621.71,67.361,2181.27,56.045,46.562,0.209,0.365,3.75,,3892.03,28.77,78840.4,10665521.2,8000345.28,69019.2,133.313,3892.03,2919.46,8.993,22.299,24.381,193.075,200.0,9.589,8.307,144.246,26.982,73939.85,0.016,10.659,19.97,1.38,22.121
ISL,Iceland,Europe,2023,0.36,1.149,1880.36,43.516,-113.456,-2.694,1966.22,-85.865,-1.987,38.859,0.899,2689.56,62.243,2277.7,52.711,45.503,0.219,0.375,3.383,,4321.08,31.325,83485.11,11516182.59,8172635.64,70505.55,140.911,4321.08,3066.52,5.037,26.015,24.866,209.95,215.5,7.75,8.74,147.171,29.361,78250.29,0.016,-2.676,-1.092,1.263,6.323
ISL,Iceland,Europe,2024,0.064,0.193,1976.04,43.553,-57.244,-1.267,2116.96,-140.922,-3.106,-67.949,-1.498,2737.33,60.333,2326.22,51.272,46.659,0.222,0.384,3.79,,4537.06,32.919,85786.89,11823695.44,8038834.03,69351.24,147.082,4537.06,3084.71,0.593,24.966,24.772,222.635,226.78,5.234,6.042,150.032,30.241,78808.04,0.016,1.344,1.217,-0.5,0.601
ISR,Israel,Asia,2022,20.765,3.935,657.331,37.078,-7.956,-0.46,649.484,7.848,0.443,64.219,3.622,1066.94,60.182,1038.89,58.6,36.635,4.187,9.551,3.758,,1772.85,527.694,55249.28,185616.29,166751.44,48539.06,111.313,1772.85,1592.67,6.362,31.204,27.269,100.008,101.983,5.263,4.395,3.57,496.656,51999.6,0.288,6.473,12.062,3.687,8.444
ISR,Israel,Asia,2023,24.903,4.849,643.483,34.162,-100.301,-5.402,734.62,-91.137,-4.838,-40.298,-2.139,1157.35,61.443,1124.0,59.673,39.001,4.323,9.756,3.45,,1883.6,513.611,52643.45,193063.26,166564.27,48484.58,115.909,1883.6,1625.07,2.034,30.961,26.113,104.217,105.0,2.958,4.208,3.588,524.996,53810.4,0.285,-9.548,-6.639,-1.09,-1.09
ISR,Israel,Asia,2024,17.772,3.365,683.854,34.872,-178.667,-9.129,861.177,-177.323,-9.042,-122.87,-6.266,1333.2,67.985,1278.04,65.172,43.915,4.432,9.943,3.1,,1961.03,528.067,53110.95,197232.64,164599.9,47912.78,119.825,1961.03,1636.57,0.708,26.225,22.86,107.429,108.605,3.433,3.082,3.623,541.343,54446.21,0.278,-1.0,-0.14,-5.95,-6.134
ITA,Italy,Europe,2022,-36.807,-1.749,934.972,46.818,-181.736,-9.171,1096.55,-161.575,-8.091,-82.835,-4.148,2758.23,138.115,2534.7,126.922,54.908,23.1,59.03,8.117,0.776,1997.06,2104.65,35653.83,33831.11,32254.19,52909.91,104.889,1997.06,1903.97,4.662,23.008,24.756,114.2,121.1,12.338,8.736,0.597,3345.95,56682.06,1.942,10.129,13.184,6.005,9.788
ITA,Italy,Europe,2023,-0.327,-0.014,992.108,46.622,-169.894,-8.042,1144.84,-152.735,-7.177,-77.325,-3.634,2863.44,134.56,2639.92,124.056,53.799,23.58,58.997,7.683,0.734,2128.0,2301.6,39012.08,36069.51,32497.34,53308.77,110.992,2128.0,1917.25,0.698,22.741,22.755,120.942,121.7,0.495,5.903,0.61,3490.54,59164.52,1.894,-1.23,-0.352,-1.24,0.821
ITA,Italy,Europe,2024,25.729,1.083,1016.66,46.616,-95.66,-4.415,1103.78,-87.119,-3.995,-3.043,-0.14,2985.6,136.894,2762.07,126.646,50.61,23.976,58.99,7.0,0.666,2180.95,2376.51,40286.84,36971.65,32719.89,53673.85,112.994,2180.95,1930.14,0.672,23.15,22.067,122.472,124.308,2.143,1.265,0.606,3597.95,60992.86,1.849,-0.643,-0.124,0.273,1.164
JAM,Jamaica,Americas,2022,-0.136,-0.8,827.775,30.062,,,819.989,7.786,0.283,159.161,5.78,2121.44,77.044,,,29.78,,2.743,6.267,,2623.26,17.003,6197.8,956190.72,282251.87,10423.4,338.772,2753.53,774.342,5.222,23.169,23.86,122.925,127.93,9.361,10.347,85.63,30.635,11166.52,0.018,31.348,12.97,18.232,36.208
JAM,Jamaica,Americas,2023,0.569,2.946,925.283,30.542,,,924.111,1.172,0.039,173.338,5.722,2222.0,73.344,,,30.503,,2.747,4.4,,2994.28,19.315,7032.24,1090190.23,289274.16,10682.73,376.871,3029.58,794.511,2.605,27.181,24.126,130.88,136.7,6.855,6.471,91.951,32.564,11856.18,0.018,7.517,10.898,10.449,17.025
JAM,Jamaica,Americas,2024,0.337,1.637,1018.57,31.135,,,1009.05,9.521,0.291,183.35,5.604,2220.57,67.877,,,30.844,,2.75,,,3222.8,20.586,7486.62,1172057.28,292701.4,10809.29,400.428,3271.48,804.84,1.3,27.152,25.406,138.471,143.945,5.3,5.8,95.419,33.775,12283.26,0.017,8.345,7.116,7.021,5.475
JOR,Jordan,Asia,2022,-3.82,-7.841,8.872,25.683,-2.583,-7.062,11.273,-2.401,-6.95,-0.927,-2.682,32.135,93.027,31.905,92.361,32.633,,11.286,22.85,,34.544,48.722,4317.09,3060.81,2800.39,9222.52,109.299,34.544,31.605,2.428,10.746,18.587,106.792,108.05,4.356,4.229,0.31,111.505,9880.03,0.065,1.911,7.253,7.406,18.378
JOR,Jordan,Asia,2023,-1.761,-3.461,9.108,25.245,-2.436,-6.338,11.707,-2.599,-7.205,-0.9,-2.493,33.484,92.81,33.254,92.172,32.45,,11.337,21.975,,36.078,50.885,4488.42,3182.28,2860.66,9421.01,111.243,36.078,32.431,2.615,14.784,18.245,109.018,109.82,1.638,2.084,0.304,118.539,10455.86,0.064,4.505,4.091,1.449,7.097
JOR,Jordan,Asia,2024,-2.657,-4.985,9.813,25.965,-2.689,-6.66,12.667,-2.854,-7.552,-0.862,-2.281,34.638,91.652,34.408,91.043,33.517,,11.385,,,37.793,53.305,4682.08,3319.59,2917.0,9606.55,113.802,37.793,33.21,2.4,14.561,19.546,111.327,112.296,2.255,2.118,0.304,124.284,10916.51,0.064,2.673,1.783,4.284,1.342
JPN,Japan,Asia,2022,89.977,2.106,210429.4,37.46,-24704.51,-4.358,235007.14,-24577.74,-4.375,-22305.44,-3.971,1439752.04,256.297,841397.0,149.781,41.835,67.227,125.063,2.592,-0.882,561751.3,4271.93,34158.34,4491758.53,4398893.09,45335.8,102.111,561751.3,550137.3,1.158,28.917,26.811,102.248,103.789,3.866,2.497,92.484,6074.04,48567.97,3.526,8.243,8.243,5.546,5.546
JPN,Japan,Asia,2023,150.007,3.555,219054.68,36.95,-25512.13,-4.314,244045.75,-24991.08,-4.215,-24274.92,-4.095,1480158.17,249.669,913875.42,154.15,41.165,67.47,124.482,2.567,0.238,592848.3,4219.83,33898.99,4762506.35,4493600.1,46311.87,105.984,592848.3,559374.2,1.679,29.952,26.397,105.59,106.819,2.919,3.269,92.658,6398.28,51399.03,3.472,-1.421,-1.421,2.976,2.976
JPN,Japan,Asia,2024,154.027,3.784,220352.23,36.104,-37555.67,-6.164,257545.34,-37193.11,-6.094,-36584.49,-5.994,1532857.65,251.153,951068.53,155.829,42.198,67.567,123.865,2.5,0.165,610327.37,4070.09,32859.11,4927359.02,4530517.94,46692.35,108.759,610327.37,561172.64,0.322,30.356,26.572,107.948,108.698,1.759,2.233,92.865,6572.2,53059.36,3.378,1.081,1.081,1.19,1.19
KAZ,Kazakhstan,Asia,2022,7.054,3.128,22644.74,21.823,76.569,0.074,22535.39,109.349,0.105,850.472,0.82,24409.86,23.524,-1284.71,-1.238,21.718,,19.635,4.875,,103765.52,225.529,11486.06,5284726.76,786300.66,34221.08,672.1,103765.52,15439.0,3.299,28.125,24.997,567.732,616.44,20.3,14.956,144.152,719.835,36660.84,0.418,14.484,13.972,1.613,1.877
KAZ,Kazakhstan,Asia,2023,-8.726,-3.313,26121.88,21.667,-2035.45,-1.7,27940.29,-1818.41,-1.508,-668.893,-0.555,27450.18,22.769,220.895,0.183,23.175,,19.861,4.775,,120561.1,263.372,13260.9,6070308.81,817006.97,35557.47,742.994,120561.1,16226.4,5.1,26.245,29.558,650.38,676.851,9.8,14.558,153.822,783.772,39463.31,0.425,23.365,24.767,12.783,16.425
KAZ,Kazakhstan,Asia,2024,-4.492,-1.535,26194.78,19.767,-3488.98,-2.67,29286.63,-3091.85,-2.333,-1776.94,-1.341,32800.97,24.752,2696.46,2.035,22.1,,20.079,4.775,,132520.21,292.553,14569.9,6599857.16,836421.9,36402.44,789.058,132520.21,16794.73,3.502,26.988,28.514,706.567,730.999,8.0,8.639,159.547,830.605,41366.31,0.427,-1.606,0.089,2.826,3.632
KEN,Kenya,Africa,2022,-5.766,-5.025,2307.22,17.104,,,3124.26,-817.043,-6.057,-227.033,-1.683,9145.98,67.8,8675.43,64.312,23.16,,50.64,,,13489.65,114.733,2265.66,266383.87,194561.77,5883.47,136.915,13489.65,9852.58,4.86,14.029,19.054,486.644,480.789,9.064,7.648,42.264,319.179,6302.92,0.185,-2.405,3.758,-3.104,3.302
KEN,Kenya,Africa,2023,-4.317,-3.97,2557.17,16.925,,,3427.27,-870.103,-5.759,-152.404,-1.009,11045.57,73.107,10581.25,70.034,22.684,,51.539,,,15108.81,108.747,2110.0,293153.07,201788.71,6102.01,145.277,15108.81,10399.98,5.556,12.387,16.357,523.994,512.695,6.636,7.675,43.287,349.036,6772.28,0.189,-9.488,-10.384,3.069,-4.772
KEN,Kenya,Africa,2024,-4.749,-4.083,2914.81,17.542,,,3751.69,-836.878,-5.037,26.391,0.159,11610.15,69.873,11225.45,67.558,22.579,,52.444,,,16616.13,116.321,2218.03,316837.52,208285.22,6298.46,152.117,16616.13,10923.25,5.031,12.571,16.654,550.813,535.924,4.531,5.118,44.268,375.356,7157.32,0.193,9.087,7.737,8.169,5.39
KGZ,Kyrgyz Republic,Asia,2022,-5.144,-41.922,354.46,34.726,,,357.459,-2.998,-0.294,7.506,0.735,477.937,46.822,,,35.019,,6.795,9.014,,1020.75,12.269,1805.65,150222.28,29319.47,6302.72,512.364,1020.75,199.223,8.968,-20.351,21.571,211.001,223.002,14.669,13.91,22.248,45.88,6752.06,0.027,52.183,52.558,-24.639,0.699
KGZ,Kyrgyz Republic,Asia,2023,-6.738,-48.151,459.904,37.424,,,437.946,21.957,1.787,36.028,2.932,549.521,44.717,,,35.637,,6.931,9.014,,1228.9,13.993,2018.91,177300.46,30510.77,6558.81,581.108,1228.9,211.475,6.15,-26.765,21.387,233.782,239.225,7.275,10.797,24.357,50.454,7279.26,0.027,34.496,44.711,54.936,57.896
KGZ,Kyrgyz Republic,Asia,2024,-3.419,-21.676,497.794,35.82,,,490.862,6.931,0.499,24.093,1.734,580.892,41.8,,,35.321,,7.077,9.014,,1389.7,15.774,2228.78,196355.94,31818.22,6839.87,617.118,1389.7,225.192,6.486,-0.274,21.402,245.697,251.264,5.032,5.097,25.263,55.01,7772.56,0.028,0.413,1.58,77.175,51.351
KHM,Cambodia,Asia,2022,-7.488,-18.797,29663.58,18.081,,,30136.16,-472.583,-0.288,-33.618,-0.02,41085.71,25.043,,,18.369,,16.843,,,164059.09,39.838,2365.23,9740298.35,8104576.2,6594.12,120.183,164059.09,136508.08,5.103,15.798,34.595,197.995,197.5,2.876,5.327,1378.82,118.985,7064.25,0.069,-8.859,-7.316,8.233,15.577
KHM,Cambodia,Asia,2023,0.555,1.281,28264.2,15.904,,,33186.14,-4921.94,-2.77,-4448.79,-2.503,45725.27,25.729,,,18.673,,17.012,,,177718.89,43.304,2545.52,10446821.9,8425390.71,6855.15,123.992,177718.89,143330.78,4.998,33.55,32.269,202.238,202.84,2.704,2.143,1373.11,129.428,7608.16,0.07,-13.723,-11.975,3.96,10.917
KHM,Cambodia,Asia,2024,-1.536,-3.259,29000.52,15.028,,,33395.24,-4394.71,-2.277,-4113.95,-2.132,51217.1,26.541,,,17.305,,17.182,,,192974.85,47.147,2743.99,11231297.19,8800276.2,7160.17,127.624,192974.85,151205.33,5.494,29.252,32.511,203.576,206.898,2.001,0.662,1380.35,139.801,8136.53,0.072,10.178,9.92,4.562,3.939
KIR,Kiribati,Oceania,2022,-0.006,-2.381,0.27,69.022,,,0.341,-0.071,-18.253,-0.071,-18.068,0.052,13.301,,,87.276,,0.123,,,0.39,0.271,2199.42,3164.84,2836.78,2975.02,111.565,0.39,0.35,3.905,,,93.285,104.195,16.207,5.346,0.993,0.393,3187.12,,25.051,29.117,-7.066,87.544
KIR,Kiribati,Oceania,2023,0.029,10.279,0.423,100.722,,,0.434,-0.01,-2.487,-0.01,-2.322,0.049,11.724,,,103.208,,0.125,,,0.42,0.279,2230.81,3355.47,2909.63,3051.43,115.323,0.42,0.364,4.125,,,101.94,101.997,-2.109,9.277,0.991,0.424,3386.61,,-0.733,-1.865,3.393,1.211
KIR,Kiribati,Oceania,2024,0.031,9.835,0.485,103.192,,,0.59,-0.105,-22.388,-0.104,-22.248,0.047,9.925,,,125.58,,0.127,,,0.47,0.312,2455.05,3692.7,3030.7,3178.39,121.843,0.47,0.385,5.76,,,106.079,106.711,4.621,4.06,1.022,0.459,3611.8,,6.295,6.1,-4.354,6.099
KNA,St. Kitts and Nevis,Americas,2022,-0.106,-10.774,1.199,45.243,,,1.304,-0.105,-3.965,-0.079,-2.972,1.595,60.2,1.023,38.596,49.208,,0.048,,,2.65,0.981,20593.18,55601.58,46829.7,29168.67,118.731,2.65,2.232,10.523,16.226,27.0,108.726,110.73,3.855,2.669,1.779,1.489,31248.22,0.001,25.315,27.011,7.736,28.294
KNA,St. Kitts and Nevis,Americas,2023,-0.143,-13.57,1.227,43.033,,,1.2,0.026,0.921,0.053,1.876,1.594,55.93,1.013,35.543,42.112,,0.048,,,2.85,1.056,22106.3,59687.0,47811.54,29780.22,124.838,2.85,2.283,2.304,13.43,27.0,112.593,112.49,1.589,3.557,1.806,1.578,33051.45,0.001,18.334,17.302,-10.323,9.289
KNA,St. Kitts and Nevis,Americas,2024,-0.121,-10.415,1.172,37.468,,,1.301,-0.129,-4.126,-0.098,-3.149,1.594,50.988,1.142,36.528,41.594,,0.048,,,3.127,1.158,24202.61,65347.04,49838.26,31042.59,131.118,3.127,2.385,4.44,16.585,27.0,115.363,115.079,2.301,2.46,1.852,1.688,35275.59,0.001,-5.422,-4.608,2.01,0.259
KOR,Korea,Asia,2022,25.829,1.435,585325.0,25.188,-36320.54,-1.567,619990.0,-34665.0,-1.492,-40183.95,-1.729,1157200.0,49.798,501408.01,21.577,26.68,28.089,51.673,2.883,0.261,2323781.5,1799.36,34822.41,44971278.67,42811088.03,53395.47,105.046,2323781.5,2212158.9,2.728,34.424,33.325,107.715,109.26,5.017,5.09,786.18,2955.79,57202.24,1.716,4.719,4.153,3.936,3.916
